RAD1_cam1_X,RAD1_cam1_Y,RAD1_cam2_X,RAD1_cam2_Y,RAD2_cam1_X,RAD2_cam1_Y,RAD2_cam2_X,RAD2_cam2_Y,RAD3_cam1_X,RAD3_cam1_Y,RAD3_cam2_X,RAD3_cam2_Y,MCIII1_cam1_X,MCIII1_cam1_Y,MCIII1_cam2_X,MCIII1_cam2_Y,MCIII2_cam1_X,MCIII2_cam1_Y,MCIII2_cam2_X,MCIII2_cam2_Y,MCIII3_cam1_X,MCIII3_cam1_Y,MCIII3_cam2_X,MCIII3_cam2_Y
476,85,568.978194628,73.8754046602,480.814883075,107.74618828,556.532503178,98.9704939473,477.704375252,142.738710706,567.955990185,133.281071956,474.211981745,832.147619678,361.141262736,852.311254127,494.749324927,827.039834346,341.486871212,850.611133221,480.884677851,856.885055208,330.864235278,878.48705417
475.823533301,85.1948017377,569.088052462,73.8705758626,480.837722255,107.780997309,556.501415016,98.9792169352,477.768983366,142.551907465,567.857106169,133.061429082,473.140155998,831.969559786,361.302713826,852.064436195,493.748346556,827.124825336,341.693034504,850.605289242,479.733069838,856.870961388,331.213314399,878.135537426
475.849754183,84.9842682085,569.089753951,74.1130021739,480.584839625,107.683587011,556.483755794,99.0373722098,477.5,142.5,567.828079696,133.302720159,472.212642546,831.903069419,361.515132735,852.07048613,492.877243501,827.18901986,341.857610978,850.506138442,478.820745011,856.976040311,331.346322663,878.049289042
475.856498681,84.816519132,569.031375616,73.8665605446,480.775789036,107.781682381,556.636288241,98.8720390878,477.771784277,142.612872981,568.03218696,133.250917812,471.308260489,831.769637843,361.531629661,851.643526785,491.63396396,826.909570619,341.897812698,850.029980611,477.925370859,856.721479681,331.439528602,877.651722715
475.710617478,85.3408523645,569.196135871,74.0027697453,480.563837103,107.722222284,556.497644895,98.9032791082,477.695321932,142.735996351,568.010996537,133.227894562,470.389409253,831.756784447,361.743773345,851.283289275,490.894710549,826.838920564,342.033846811,850.079320015,476.779331347,856.39427859,331.446207452,877.184179306
475.774728336,85.067126802,569.04704906,73.8962306364,480.729865692,107.634346779,556.401038042,98.9361012303,477.736437372,142.728739727,567.896242968,133.275523333,469.20883069,831.525581791,361.862428336,851.068207756,490.075453012,826.926309474,342.255465074,849.734217752,475.671474636,856.595687525,331.690344322,877.000751867
475.769501019,85.0023202569,569.061229849,73.9209402763,480.714559908,107.631969023,556.750192909,99.0006068944,477.566778867,142.698457086,568.096883697,133.293382479,468.178085042,831.548639637,362.001449762,850.768988789,489.001524521,827.001976509,342.185854419,849.582372066,474.674629375,856.354904219,331.803333426,876.827133774
475.750966627,84.9092914748,569.195341535,73.8888734105,480.491015009,107.935750168,556.718220102,98.8665989082,477.782555057,142.610726441,568.141425915,133.317207601,467.339259305,831.520018023,362.297302012,850.486052961,487.932940859,827.093475731,342.53092385,849.193681778,473.533410252,856.502346478,331.89260955,876.38470101
475.857011132,84.9116397515,569.025942501,74.0582584206,480.533127522,107.689905749,556.627895106,98.8893766256,477.773508308,142.687242756,568.030557825,133.457048253,466.485129932,831.494693471,362.342702974,850.259015796,486.879991467,826.876974173,342.685264159,849.260450554,472.241417554,856.414124495,332.261653542,876.049091328
475.896510882,85.0398003274,569.266684931,73.9240415739,480.569551913,107.609399795,556.616029829,99.040282498,477.654756223,142.617253073,568.100232177,133.34644142,465.508302367,831.155854223,362.422059665,850.140682131,485.54317357,826.875818443,342.908699609,848.977560932,471.157628284,856.343923372,332.386722713,875.698065953
475.763606793,85.2858423884,569.213293735,74.0411402851,480.780252777,107.488690792,556.611922032,99.0571075574,477.605641572,142.777885556,567.988685793,133.264567316,464.231415139,831.3351688,362.653373739,849.857569385,484.608030531,826.958641742,342.975639422,848.762237803,470.059214976,856.21475498,332.683168885,875.584056624
475.758817314,85.089814771,569.35489116,74.087966313,480.38028591,107.628097607,556.744699486,99.0119441353,477.731438198,142.707521015,568.174608661,133.253077847,463.460672953,831.328518893,362.867261427,849.73560018,484.09524152,827.038160999,343.332805367,848.461802288,469.385247876,856.342600635,332.835934382,875.340719749
475.898119997,85.1200679987,569.219332062,74.0800170277,481.214294434,107.785713196,556.730295446,98.9649998169,477.691293075,142.517235887,567.978547101,133.199464923,462.460630316,831.021373499,363.093155481,849.205726568,483.259309585,827.167663241,343.458872175,848.205700534,468.237861271,856.109281675,332.980927453,874.935978544
475.5,84.5,569.186623756,74.0141625571,480.818277075,107.819072363,556.768841483,98.9889051706,477.5,142.5,568.037108822,133.361623409,461.560981587,831.1392796,363.404933524,849.100031876,482.304200281,826.984049765,343.548826399,848.235361104,467.267723036,856.184593287,333.571339696,874.816342045
475.659009341,85.0209832253,569.144062495,73.9585132287,480.52907357,107.633450721,556.690892488,98.9785679397,477.516557185,142.577718016,567.946596105,133.347247464,460.692010788,831.088427277,363.430393321,849.046945459,481.256698426,826.900491019,343.795501576,848.100985003,466.189664279,856.139541407,333.501353139,874.452605117
475.814073809,85.0907778138,569.343578825,74.0170330221,480.591327098,107.667461466,556.715171423,99.028383682,477.606818085,142.34197124,568.052613298,133.385922098,459.815084882,830.960327741,363.696201517,848.571094821,480.263326255,827.000672747,343.964513878,847.797372818,465.255926927,856.174459995,333.950655148,874.217375998
475.811283641,84.9262741079,569.177101854,73.9865421748,480.573342866,107.832064897,556.658649399,99.1409842246,477.684842951,142.286391724,568.0922475,133.353516301,458.792471142,831.007848873,364.126219216,848.296002713,479.349403009,827.13762003,344.107074747,847.745490828,464.107921408,856.106492904,334.017295656,873.954357537
475.660913936,85.0215431876,569.212206454,74.0518912118,480.398333445,107.804111754,556.787285065,98.9989662012,477.580457226,142.719637123,568.042851877,133.237494949,457.929023365,830.796539778,364.14826423,847.990604262,478.164924944,827.008929601,344.615285392,847.478919095,463.261599545,856.029653403,334.321622538,873.88212884
475.663104176,85.2901124986,569.369055538,73.9810256915,480.558962493,107.745506952,556.728629949,98.9790369029,477.731965152,142.732329793,568.081567052,133.33642833,457.002493996,830.672169916,364.602568726,847.898654469,477.492091829,827.132938449,344.853095483,847.38158942,462.256368936,856.093329367,334.695260528,873.552832461
475.636681297,85.0997139111,569.23741094,74.1525266698,480.354674968,107.565454893,556.627329696,98.9948119532,477.491761737,142.764796145,568.201425096,133.270062557,456.012489521,830.976527861,364.686109531,847.574898654,476.572869471,827.202051791,345.040428537,847.285523961,461.262270335,856.007467494,334.960130161,873.533026648
475.755419038,85.2256819956,569.201906195,73.9027775768,480.470221177,107.763521632,556.669535352,98.9768091329,477.669283593,142.701274064,568.300310716,133.329823496,455.303828489,830.707682618,364.933838295,847.138420654,475.73536421,827.141115224,345.333503255,847.28991137,460.373170918,855.875590653,335.413790875,873.175589815
475.328549022,85.0808725148,569.286563286,74.0164152687,480.452078843,107.879447378,556.847785153,98.9556692437,477.635825591,142.892559766,568.206211975,133.21766919,454.261268492,830.651945083,365.315472695,846.997358112,475.115524154,827.152177022,345.790019708,847.146538764,459.360037863,855.889433006,335.687877163,873.040162016
475.6792322,85.0158129263,569.16004163,74.0347229413,480.475948636,107.792241571,556.614554692,98.9253286994,477.547730569,142.51357264,568.130014867,133.176110774,453.526333181,830.563232252,365.496125603,847.038308645,474.062846569,827.145197422,345.970936687,847.032794206,458.429711589,856.01368934,335.845221636,872.861991487
475.5,84.5,569.314027067,73.9159032022,480.253944255,107.806095744,556.649845568,99.0239371681,477.420693276,142.936717985,568.202896299,133.345513053,452.703108425,830.556217988,365.96530868,846.750769053,473.316717497,827.279613687,346.349124195,846.909777237,457.593772436,855.872944954,336.244525688,872.68245193
475.656265747,84.8953960801,569.395533026,74.0524324497,480.425548151,107.646802807,556.800123439,99.0603213358,477.516554757,142.615353474,568.342626447,133.345798498,451.963110544,830.758313999,366.262462825,846.601952069,472.428449913,827.343564349,346.668915162,846.788242583,456.624866663,855.87947297,336.644984185,872.521855896
475.593397884,84.9619198713,569.374556683,74.0237390863,480.468768641,107.644922433,556.759544933,98.972269517,477.398271173,142.958317662,568.149613663,133.358782486,451.200961102,830.483469936,366.674908233,846.418668304,471.591858832,827.359038507,346.849299785,846.7000033,455.599260449,855.809891759,337.081512637,872.371383658
475.48432977,84.9554312163,569.070793261,74.0311705255,481,108,556.623436986,98.9316145323,477.191025815,142.610500624,568.131726699,133.350555981,450.494242364,830.635122535,366.86713722,846.246022796,470.825381773,827.307238522,347.342105498,846.671086918,454.838891572,856.00666745,337.328362561,872.153086361
475.435155714,84.7793218159,569.206234832,74.0228116572,480.601281709,107.942585469,556.76670868,98.9915687088,477.507876759,142.996200158,568.317910032,133.287143045,449.359137111,830.537793722,367.150483697,846.161421247,469.929327333,827.512568183,347.711573073,846.457614981,453.744095475,856.022758126,338.222253989,872.085442229
475.544364962,85.1534843449,569.254036597,73.9426080155,480.420659502,107.683232861,556.748940657,98.9871545436,477.459823059,142.624373431,568.171774253,133.317408784,448.697296704,830.399878053,367.639836894,845.874506984,469.15395212,827.41164409,348.155646867,846.488984936,452.785993654,856.010926877,338.326446224,871.972221709
475.560297465,84.6727590776,569.167015562,74.0005602338,480.482170804,107.913873256,556.721587867,99.0697737792,477.601382913,142.700506862,568.155074974,133.397735919,447.863579898,830.333780977,367.928371502,845.668016681,468.554435496,827.54839453,348.423845667,846.644873277,452.138311936,856.05489634,338.758977318,871.949546913
475.518279532,85.0013899525,569.318964556,74.0593044731,480.264184481,108.246673012,556.789313381,99.0254419578,477.477739235,142.636045966,568.121620236,133.346636674,447.112887602,830.548859184,368.431182099,845.403450606,467.644379527,827.741070914,348.874044503,846.44670218,451.360979989,856.193437059,339.304967482,871.728518967
475.431212706,85.2374228101,569.276884078,74.0486523337,480.267708935,108.06637954,556.873630348,98.9595596461,477.579273492,142.992679246,568.097840121,133.373087791,446.384041543,830.429160104,368.893171273,845.282794198,466.654622945,827.822725349,349.46125085,846.348317866,450.389582714,856.263628989,339.844822328,871.658992585
475.323279202,85.0148833645,569.265505552,74.088321428,480.367266344,108.016480933,556.796484262,99.1482668708,477.338961859,142.846379137,568.13385225,133.412720071,445.612628095,830.70014649,369.263495423,845.027025737,465.962669146,827.973480778,349.623445727,846.36421687,449.582284735,856.26911011,340.287312624,871.435363431
475.411362377,85.0542749007,569.379160435,73.9507741474,480.354010431,107.936918226,556.757611495,99.0627459045,477.305236615,142.689705474,568.196449383,133.389029645,444.751736739,830.48796822,369.895232622,844.95378839,465.28290957,827.830625232,350.345916776,846.060272856,448.548493204,856.291376503,340.530975066,871.667830945
475.456634956,85.0042285918,569.414429506,74.1207833748,480.023340449,107.628836178,556.825921246,99.1287720514,477.306781889,142.67238272,568.149644837,133.33009179,443.989719699,830.473654588,370.298388125,844.819410798,464.407964212,828.072919527,350.689569638,846.07507365,447.645063746,856.4429616,341.224330078,871.515540551
475.5,85.5,569.271891647,73.9705839145,480.231272194,107.93534777,556.842665084,99.1562413427,477.265560941,142.622686425,568.191989505,133.625925496,443.358492972,830.721490599,370.621967023,844.812902389,464.127536968,828.127665006,351.024127524,846.105791562,447.000442571,856.490820765,341.60392773,871.367228701
475.454528721,85.0692213503,569.303421222,74.0169606016,480.295658285,107.878135793,556.807221309,99.0246442196,477.280342599,142.851913626,568.302823591,133.381308924,442.58296699,830.759212509,371.013903583,844.85591486,463.079207038,828.12889993,351.523056632,846.158296977,446.161935413,856.443783612,342.036205829,871.399173167
475.306260452,85.084311468,569.399688302,73.854863025,479.968825776,107.96598854,556.925091399,99.0020431057,477.096411451,142.837072425,568.260038866,133.425581389,442.377569138,830.766319201,371.092846577,844.570769931,462.613970489,828.125794312,351.56247279,846.085539714,445.646734384,856.417954273,342.134059076,871.267491376
475.198915386,85.4208367179,569.209423786,74.055680836,480.161534057,107.724285775,556.887883432,99.2036695802,477.261895906,142.724887019,568.066284332,133.403970748,442.304254011,830.74021996,370.95974742,844.668262191,462.64468704,828.295268483,351.447873304,846.106108808,445.985336966,856.539022776,342.104834649,871.487702055
475.329039286,84.9610222746,569.274814768,74.0387667387,480.160363863,107.824893923,556.816846072,99.0976734274,477.464080154,142.492905017,568.240534794,133.379936966,442.44857186,830.741935919,371,845,462.67338209,828.251377046,351.463232129,846.031708779,445.942257688,856.356981788,342.228972907,871.062476225
475.299939788,85.1606444865,569.181999207,74.0799251924,480.171314189,107.865883588,556.776342892,99.0550756568,477.5,142.5,568.123207646,133.372634414,442.269160818,830.602448073,371.206327822,844.70089042,462.669274703,828.223067363,351.593484427,846.160170151,445.75479301,856.345841518,342.426320752,871.187236932
475.41104512,84.8932482152,569.356043429,74.0941972922,480.30689113,107.822440348,556.859116273,99.0994527524,477.178805927,142.764204485,568.126939596,133.475913847,442.068697811,830.906793384,371.194914242,845.03286258,462.353084711,828.268896998,351.639858295,846.071409684,445.631075053,856.353278494,342.291764488,871.358096
475.389554118,85.4673500141,569.273515513,74.1923790899,480.201455053,107.863412673,556.742626384,99.0953406278,477.245861955,142.71984681,568.229895535,133.570388252,442.239632799,830.834993342,371.058842659,844.424711578,462.303380151,828.355224521,351.590479801,846.022606963,445.580837773,856.549918691,342.149051728,871.257773177
475.380063407,85.2036097454,569.2930052,74.2389949892,480.104494756,107.84991268,556.702246251,99.1963019162,477.148036971,142.900606517,568.243501688,133.442442946,442.181934048,830.741674776,371.269914061,844.381487566,462.375418448,828.19631393,351.556195715,845.929892053,445.347383256,856.68647522,342.335802414,871.183086504
475.59241906,84.9049462958,569.363717664,74.0889125237,480.121789074,107.875907746,556.671119593,99.0746805845,477.149105777,143.018746449,568.163601004,133.443644362,441.847411004,830.471792357,371.266765845,844.57736256,462.142010275,828.168024434,351.636908854,846.005538163,445.568322458,856.168395139,342.502104019,871.002320812
475.381043416,85.1664639281,569.462110054,74.0937909537,480.088169301,107.818047825,556.737558429,99.1229311105,477.133737755,142.708646241,568.307966228,133.534782886,442.059146243,831.028542384,371.311335948,844.539924285,462.311275693,827.935597058,351.694088621,845.903276593,445.380943233,856.420299448,342.409957189,871.152353263
475.315928712,84.8954311598,569.372239412,74.0325036139,480.245999635,107.775919374,556.709694292,99.135428647,477.030891422,142.938138627,568.234196202,133.416529619,441.972828987,830.76732077,371.293595078,844.808267771,462.228213954,828.12411282,351.541435536,846.028104116,445.384901878,856.335514379,342.221037772,871.278498953
475.286824795,85.078228544,569.281412548,74.0920808737,480.142935736,107.835033115,556.695271651,99.0069108105,477.278483329,142.680501377,568.148957403,133.401240373,441.701315912,830.520872367,371.21413602,844.594674878,462.531344534,828.455069688,351.621449975,846.193956781,445.310713598,856.341643774,342.199388948,871.163033251
475.226973306,85.1389433469,569.432301213,73.9758202359,480.238873213,108.026307947,556.884280436,99.1193020629,477.298563001,142.683178073,568.189318458,133.403936588,441.935279247,830.678441877,371.396190007,844.555981151,462.324754251,828.272373675,351.647220278,845.901573033,445.370941722,856.58211511,342.636014548,871.115528342
475.03569174,85.0332055196,569.280567059,74.1203921544,480.174756513,107.900935198,556.695852379,99.1714327776,477.205158443,142.724708855,568.070472708,133.481575108,441.896677857,830.771147231,371.268449791,844.621280741,462.050689183,828.256791377,351.645187195,845.960158148,445.393414598,856.456702026,342.293041367,871.142947768
475.372780786,85.0894554699,569.260563856,74.1939141304,480.297884728,107.927461138,556.61354534,99.1264131236,477.334498638,142.703382843,568.159989371,133.375460228,441.920199372,830.595853938,371.023509443,844.694942303,462.113122979,828.473085002,351.576566059,845.867253128,445.401173502,856.600206414,342.217800859,871.000815885
475.430125118,85.3049095758,569.286765024,74.0791221605,480.064891823,108.162022254,556.617236393,99.0303903307,477.5,142.5,568.193553613,133.354998364,441.798931505,830.853199616,371.093652716,844.593543409,462.044834462,828.228538097,351.360445111,845.957894539,444.974169312,856.44146973,342.180525657,871.144302874
475.562581502,85.0752789728,569.23450984,74.0608197564,480.234368012,107.998055249,556.602004803,99.08212412,477.069555347,142.777114971,568.105010841,133.401269113,441.524958441,830.710405419,371.266956206,844.614764582,462.044742913,828.152799602,351.555343273,845.904382184,445,856.625,342.296596284,871.309276278
475.191244204,85.317437101,569.224728767,74.107054121,480.307048057,107.72500857,556.944709783,99.0931504892,477.257966816,142.623128217,568.113868773,133.388538089,441.717396164,830.683389041,371.160967118,844.272541607,461.851537538,828.121541647,351.580392403,845.927621058,445.216726293,856.517942764,342.240036656,871.048193084
475.5,84.5,569.220329895,74.0930538022,480.184665835,107.940054792,556.609648814,99.1711314496,477.188901524,142.749281634,567.991330388,133.525371861,441.580580912,830.61758604,371.078084086,844.595322565,461.99766463,828.610442957,351.520198631,845.863596734,445.157012911,856.467901938,342.12156556,871.0119174
475.439839534,84.9280789383,569.205534385,74.0024882378,479.983297848,108.092800446,556.650082883,99.0688959764,477.131166952,142.651301993,568.010044527,133.339493215,441.820301084,830.857909426,371.014244302,844.444601742,461.946922157,828.292354047,351.512160531,845.982492578,445.103160319,856.541766742,342.277268938,871.028712177
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
479.922708036,85.6448941075,572.753346686,73.6710061725,485.17935064,108.179834353,560.508399506,98.5525815584,482.263530336,143.198165914,572.209571246,132.725693918,665.691327252,644.020353851,785.936858398,694.937230376,686.782632516,646.512600209,770.217560925,699.849327887,692.637431957,660.233184395,802.288656567,718.639774439
479.863491514,85.7316209112,572.912969036,73.5912028859,484.984549623,108.46223724,560.457050991,98.5808065643,481.885890135,143.249410258,572.121157301,132.794072833,665.658931703,644.02692001,785.90497542,694.963448845,686.92197583,646.326887718,770.095642333,699.814120656,692.563777217,660.239313718,802.363896591,718.572112255
479.790496397,85.8581894913,572.819150451,73.6225887074,484.926713341,108.417004142,560.515765427,98.3619599656,482.305792846,143.36578426,572.188420029,132.634226038,666.011175354,643.817243512,785.897476495,694.831105391,687.152625981,646.399178572,770.312840578,699.693357418,692.871523342,660.138163854,802.222156731,718.556602768
480.042828706,85.4930771399,572.789524774,73.4702579342,485.127169705,108.603762995,560.603638142,98.7170394711,482.187805147,143.428123517,572.253253894,132.757129761,666.066953359,643.660739479,786.161001753,694.661958866,687.298933556,646.201212704,770.466319931,699.604646266,693.214810717,659.678653283,802.306109287,718.367602202
479.96279,85.5527985893,572.880810719,73.3914098313,485.034700511,108.502651026,560.777681046,98.5051813027,482.413807457,143.086731048,572.262246422,132.717499791,666.296070885,643.614978488,786.069857252,694.557687807,687.590358073,646.163459594,770.399857255,699.364786589,693.284377588,659.725679504,802.258634704,717.998871299
480.129296302,85.568618039,572.83454331,73.3805467277,485.179759574,108.446185675,560.482249407,98.4609899324,482.500788224,143.264769334,572.210823136,132.656728548,666.438999652,643.450739928,786.000187314,694.321523988,687.812945017,645.752866228,770.250380506,699.181111321,693.886508575,659.508806303,802.226915808,717.778498367
480.141589547,85.543101182,572.971628268,73.4849323823,485.365026486,108.435643463,560.383273129,98.5969707636,482.541941644,143.363335869,572.312540895,132.702751711,666.669447787,643.327350039,785.848421769,694.177074095,688.024357758,645.815344182,769.922900382,699.064646509,693.965594646,659.378579798,802.109984965,717.944012732
480.278290103,85.7673703079,572.751182579,73.4896320724,485.188259004,108.501215919,560.588784586,98.4620207498,482.473462335,143.277533048,572.160685273,132.782947144,666.903387885,643.389030329,785.693613983,694.214993414,688.354436706,645.824894096,769.854005273,699.186109099,694.493467374,659.354253799,801.798053706,717.759844572
480.042886999,85.4444950084,572.84367774,73.6192525005,485.298363493,108.666986459,560.492144142,98.4808971064,482.444068658,143.145969502,572.192931927,132.752462483,667.510304402,643.343290665,785.258847756,694.556950763,688.928583357,645.600684969,769.519671437,699.151339808,695.026341597,659.584859525,801.360099154,717.985387886
479.951855953,85.7941174909,572.755514305,73.5232701781,485.278791618,108.284399568,560.57848956,98.7428489509,482.469758524,143.078363209,572.140537043,132.71047247,667.593352743,643.670030717,785.148897297,694.489393914,689.027919653,645.903352817,769.218433172,699.221875187,695.13853608,659.632177502,801.326729223,718.058136432
480.289857434,85.7939286187,572.991087916,73.3395410108,485.191662928,108.378833253,560.621550512,98.4187537897,482.418183614,143.158381014,572.232147668,132.647308049,668.13216188,643.656295533,785.144490686,694.645554672,689.387657875,645.604168007,769.154306872,699.318537485,695.397686681,659.707328915,800.924784604,718.178493705
480.136997748,85.7377408117,572.719758968,73.5710609883,485.393939585,108.562936754,560.594295061,98.5756293375,482.346198027,143.226272433,572.20344938,132.704446826,668.211027674,643.65879623,784.5,694.5,689.550148238,645.794765436,768.762553029,699.170047191,695.937532654,659.559352422,800.722937646,718.115804974
480.541286885,85.7494136528,572.926608386,73.382461823,485.512058505,108.475524991,560.58487484,98.456575869,482.699289453,143.117559332,572.262051799,132.700345162,668.52659685,643.747825782,784.642248146,694.853540305,689.987477471,645.846799226,768.665515961,699.192209075,696.002964624,659.747076178,800.389361395,718.233423301
480.326068585,85.714745655,572.832764634,73.3720636966,485.39976185,108.413359828,560.759512806,98.4547073542,482.411959566,143.289540999,572.198534578,132.652278453,668.870195012,643.911076555,784.317739608,694.895490497,690.347888838,645.719182202,768.404961555,699.156674044,696.121344536,659.801423512,800,718.5
480.235638903,85.6047932064,572.744992503,73.3883835804,485.332227997,108.41714665,560.556156745,98.4033075539,482.671105082,143.289620241,572.230021325,132.754636955,669.240686599,644.098001351,784.159678957,695.004697559,690.548901164,645.87660566,768.129200301,699.299325352,696.656448025,659.725680676,800,718.375
480.158090545,85.5487646468,572.76406576,73.2350634566,485.379782433,108.487293358,560.724248262,98.6468899807,482.637346841,143.029450592,572.188072197,132.723226112,669.517736995,644.029593687,783.951732742,695.337502644,690.716463827,645.803499704,768.127021835,699.4036938,696.880806804,659.795298154,799.62662544,718.448534269
480.360971811,85.8328512713,572.807813026,73.5494712118,485.467608129,108.556052679,560.67034293,98.5752177877,482.644283956,143.541105718,572.284185554,132.706131776,669.574631815,644.174134848,783.728831109,695.226380498,690.926693952,646.136205931,767.779808553,699.614020536,697.230000431,659.892047131,799.457103673,718.671027913
480.472687873,85.60302816,572.83441494,73.5817308977,485.549474808,108.4087398,560.689817402,98.3676946601,482.75777738,143.061310764,572.236961454,132.797065137,669.875187368,644.253636311,783.530179327,695.470464934,691.317111449,646.001754618,767.593406852,699.555729492,697.475484297,659.982778903,799.254883803,718.883719062
480.249675952,85.9022298426,572.774059307,73.3999118538,485.547025349,108.448154077,560.614039052,98.5249775007,482.660031649,143.509052719,572.290205019,132.625955655,670.02414319,644.190947275,783.525924307,695.55450954,691.403803372,646.066677693,767.408512929,699.660332968,697.811694766,660.096784589,798.971306555,718.972221471
480.593872392,85.6308990314,572.813716276,73.410315947,485.485535418,108.611152171,560.578733642,98.3663943951,482.851779493,143.351025307,572.284381669,132.678911043,670.415926511,644.415429477,783.307103413,695.92908179,691.706957978,646.162886822,767.106625011,699.79874387,697.998544818,660.266494861,798.808953383,719.061502732
480.287038193,85.7931683383,572.827855366,73.3894142805,485.578094938,108.486350625,560.375831457,98.6478293104,482.721262252,143.45472253,572.308150823,132.635249771,670.662708645,644.652341936,782.959565952,695.752921361,692.168696329,646.477191528,766.94601147,699.723312193,698.349279835,660.42161639,798.519424427,719.357829322
480.26667487,85.7311834554,572.925380751,73.3270282387,485.517698319,108.481113632,560.543329921,98.5306026648,482.753262887,143.012053817,572.214046045,132.611114062,670.936597608,644.650279132,782.694996658,696.063425317,692.211243567,646.363827106,766.834704603,699.893029678,698.567659046,660.505782851,798.247256204,719.318873325
480.398171443,85.4884322515,572.685886733,73.4486161025,485.45826743,108.34127782,560.785892018,98.4746835511,482.74430656,143.277573278,572.331511568,132.730788935,671.160704941,644.680871014,782.443238351,696.212287447,692.531914601,646.567161558,766.430044017,700.194676796,698.828416998,660.447127348,798.157560825,719.462916335
480.354726011,85.5819057212,572.901532501,73.4194979909,485.656051504,108.501328355,560.585732498,98.3948945984,482.814314595,143.20274589,572.141985925,132.647266658,671.50333388,644.619474701,782.190066908,696.226116302,692.644747835,646.613409549,766.124495559,700.230435524,698.977301504,660.719864587,797.656858716,719.65756403
480.469110036,85.7360571956,572.800540433,73.4590117164,485.705907908,108.705587956,560.659436468,98.5519331081,482.785178596,143.3762717,572.223393688,132.700306552,671.77033959,645.026419789,782.048070248,696.842515793,692.88370189,646.710420198,765.937356981,700.360733837,699.481518761,660.858009205,797.436829681,720.053084566
480.51517966,85.4916195059,572.988270282,73.3183998981,485.461952017,108.622864546,560.658541739,98.283081428,482.829319547,143.140612888,572.238395848,132.668321621,671.90894226,645.258755078,781.813760646,696.719905866,692.934602691,646.615405112,765.70997628,700.533092906,699.546530069,660.947362293,797.140892899,720.156447561
480.494274558,85.4441739311,572.926963898,73.3868051312,485.552276126,108.348049933,560.501434116,98.5382965538,482.813834506,143.109028092,572.358453101,132.657429579,672.097922141,645.331253412,781.37427657,697.062430322,693.425440544,646.838579657,765.71483466,700.545365304,699.953504456,660.976779681,796.949655693,720.324828665
480.514606977,85.9754982406,572.843535398,73.4405886552,485.630735035,108.615503108,560.577066794,98.438274772,482.863446165,143.226546057,572.236434115,132.615149128,672.300288712,645.417167368,781.785705566,696.785705566,693.542770038,647.061137487,765.221231277,700.858207506,700.139950615,661.210631166,796.608978259,720.294242354
480.492771682,85.7669111795,572.955713424,73.0722532482,485.585043708,108.825458552,560.698286897,98.4036821842,482.865968766,143.425232494,572.324093049,132.701214151,672.44468653,645.801384954,781.040863553,697.463052453,693.88628382,647.063868775,765.084341601,700.844829645,700.377921707,661.507288164,796.438791302,720.66824503
480.518212057,85.4448856317,572.798436837,73.4636028434,485.315606761,108.84190623,560.656434696,98.3126013377,482.956604828,143.182927443,572.199276289,132.660715286,672.754042587,646.065035825,780.690779247,697.73847472,694.065871133,647.191315039,764.640688594,701.121951906,700.644028413,661.501134408,796.108203673,720.816693545
480.42887552,85.3506591554,572.844387845,73.3436438908,485.698446866,108.422727849,560.816621918,98.5515457278,482.820802868,143.634485091,572.253422704,132.638545758,673.056587872,646.052041241,780.924025254,698.21149718,694.543163525,647.454223608,764.474788374,701.361609522,700.788957414,661.654137772,795.647838721,721.097272514
480.443791283,85.9030720925,573.009059704,73.4857938524,485.520854066,108.639983181,560.570266262,98.3486330162,482.753249473,143.442812778,572.343794441,132.626249771,673.18957012,646.205813006,780.564087979,697.965492201,694.658750282,647.603043059,764.425579611,701.521643432,700.888078919,662.053267125,795.503063227,721.269469897
480.5,85.5,572.832700316,73.4043837543,485.741031246,108.358562101,560.635481122,98.379993413,482.975732129,143.651339742,572.293463482,132.593434118,673.60401062,646.509508535,780.32902539,698.50347648,694.651422541,647.829406773,764.029732344,701.712532512,701.293120818,661.929053323,795.000386265,721.571548322
480.706990928,85.8197726305,572.894125876,73.3477243523,485.647563265,108.923062404,560.636532356,98.4494445471,482.693809877,143.274773926,572.330455167,132.670467015,673.870985372,646.587886335,779.972292284,698.773919531,695.010756726,647.89246517,764.048305259,701.837071254,701.555268997,662.276722435,794.725293291,721.676958704
480.749037793,85.8140142059,572.960072544,73.3872583424,485.682080214,108.723514555,560.455535485,98.5186166753,482.869916337,143.279575847,572.290989884,132.571643839,673.99470283,646.755867866,779.751857164,699.039782835,695.178482639,647.964890546,763.63920643,702.028404547,702.036663984,662.473761748,794.47455533,721.920773761
480.388106333,86.016159454,572.815936895,73.6384466434,485.702064092,108.284062044,560.806240253,98.5062585797,482.782501034,143.314927342,572.241154882,132.646100753,674.188146802,646.976969531,779.475751411,699.213818563,695.477269476,648.181097649,763.275463667,702.427640704,702.21230857,662.734947929,794.288668641,722.396537587
480.554605877,85.8866993916,572.926582989,73.4670460404,485.659416014,108.463211117,560.841356352,98.3259507217,482.856398141,143.405107203,572.304285784,132.626470945,674.359050182,647.056371435,779.28205296,699.438674213,695.461280509,648.45771647,762.99489582,702.513280866,702.748772479,662.941145754,794.143839687,722.704417127
